project_id,mp_id,mp_name,state,constituency,mp_type,parliamentary_term,district,block,village,sector,sub_sector,project_name,recommended_amount,sanctioned_amount,funds_released,expenditure,unspent_balance,start_date,expected_completion_date,reported_progress_pct,work_status,data_type,risk_score,risk_level,cost_anomaly_score,progress_anomaly_score,delay_risk_score,duplicate_similarity_score,risk_reasons,risk_last_updated
P00074,MP039,Kavita Mehta,Bihar,Muzaffarpur,Lok Sabha,18,District A,Block 1,Village Alpha,Community Assets,Parks,Parks Improvement at Village Alpha,1363000,1349000,1098000,347000,751000,2024-04-26,2026-03-13,30.1,Delayed,SYNTHETIC_DEMO,20.7,LOW,41.297,1.803,47.123,0.0,Project duration/status indicates delay risk,2026-09-01
P00075,MP046,Amit Sharma,Uttar Pradesh,Lucknow East,Rajya Sabha,18,District G,Block 7,Village Eta,Sanitation,Waste Management,Waste Management Improvement at Village Eta,1627000,1572000,1562000,713000,849000,2022-12-18,2023-04-29,85.2,Stalled,SYNTHETIC_DEMO,37.7,LOW,53.983,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00076,MP053,Suresh Joshi,Rajasthan,Kota,Lok Sabha,18,District A,Block 1,Village Alpha,Education,Libraries,Libraries Improvement at Village Alpha,763000,718000,455000,227000,228000,2024-04-02,2025-02-01,59.1,Stalled,SYNTHETIC_DEMO,20.3,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00077,MP060,Deepak Nair,Telangana,Nizamabad,Lok Sabha,18,District B,Block 2,Village Beta,Community Assets,Parks,Parks Improvement at Village Beta,1062000,993000,724000,238000,486000,2024-03-25,2026-01-17,56.5,Delayed,SYNTHETIC_DEMO,11.0,LOW,8.407,0.0,62.192,0.0,Project duration/status indicates delay risk,2026-09-01
P00078,MP007,Vikram Singh,Tamil Nadu,Coimbatore,Lok Sabha,18,District C,Block 3,Village Gamma,Electricity,Solar Pumps,Solar Pumps Improvement at Village Gamma,1064000,1071000,1037000,364000,673000,2023-07-29,2024-04-10,61.5,Stalled,SYNTHETIC_DEMO,36.0,LOW,20.87,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00079,MP014,Manoj Mehta,West Bengal,Howrah,Lok Sabha,18,District G,Block 7,Village Eta,Electricity,Solar Lighting,Solar Lighting Improvement at Village Eta,542000,534000,352000,121000,231000,2022-05-21,2023-02-18,64.4,Stalled,SYNTHETIC_DEMO,25.5,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00080,MP021,Neha Sharma,Maharashtra,Nashik Central,Rajya Sabha,18,District G,Block 7,Village Eta,Community Assets,Public Shelters,Public Shelters Improvement at Village Eta,1496000,1470000,1161000,888000,273000,2026-01-01,2026-12-11,67.1,Ongoing,SYNTHETIC_DEMO,21.4,LOW,59.441,11.263,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00081,MP028,Pooja Joshi,Odisha,Bhubaneswar,Lok Sabha,18,District B,Block 2,Village Beta,Education,Classrooms,Classrooms Improvement at Village Beta,1714000,1634000,1400000,627000,773000,2024-05-23,2024-09-29,67.1,Stalled,SYNTHETIC_DEMO,48.1,MEDIUM,72.553,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00082,MP035,Ravi Nair,Gujarat,Surat Rural,Lok Sabha,18,District D,Block 4,Village Delta,Electricity,Solar Pumps,Solar Pumps Improvement at Village Delta,4334000,4511000,4167000,2571000,1596000,2023-05-14,2024-11-25,62.3,Stalled,SYNTHETIC_DEMO,54.8,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00083,MP042,Nitin Singh,Karnataka,Hubballi,Lok Sabha,18,District D,Block 4,Village Delta,Education,Libraries,Libraries Improvement at Village Delta,1903000,1785000,1621000,1009000,612000,2023-07-01,2023-10-23,70.7,Stalled,SYNTHETIC_DEMO,50.3,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00084,MP049,Anita Mehta,Bihar,Patna Rural,Lok Sabha,18,District G,Block 7,Village Eta,Community Assets,Parks,Parks Improvement at Village Eta,724000,1714000,827000,185000,642000,2024-02-02,2025-02-11,41.2,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,75.018,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00085,MP056,Meena Sharma,Uttar Pradesh,Varanasi Rural,Rajya Sabha,18,District E,Block 5,Village Epsilon,Electricity,Street Lighting,Street Lighting Improvement at Village Epsilon,264000,269000,209000,143000,66000,2024-03-20,2025-11-21,60.8,Delayed,SYNTHETIC_DEMO,23.9,LOW,0.0,9.145,77.808,0.0,Project duration/status indicates delay risk,2026-09-01
P00086,MP003,Priya Joshi,Rajasthan,Udaipur,Lok Sabha,18,District A,Block 1,Village Alpha,Health,Community Clinics,Community Clinics Improvement at Village Alpha,1521000,1523000,918000,547000,371000,2022-11-23,2023-11-15,53.9,Stalled,SYNTHETIC_DEMO,33.2,LOW,51.041,6.823,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00087,MP010,Arjun Nair,Telangana,Hyderabad Rural,Lok Sabha,18,District A,Block 1,Village Alpha,Water Supply,Borewells,Borewells Improvement at Village Alpha,1344000,1393000,1260000,447000,813000,2022-11-09,2024-10-09,93.1,Stalled,SYNTHETIC_DEMO,40.3,MEDIUM,45.505,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00088,MP017,Rahul Singh,Tamil Nadu,Madurai,Lok Sabha,18,District F,Block 6,Village Zeta,Health,Community Clinics,Community Clinics Improvement at Village Zeta,524000,521000,465000,255000,210000,2024-09-10,2026-08-21,41.8,Ongoing,SYNTHETIC_DEMO,3.6,LOW,0.0,15.646,3.014,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00089,MP024,Kavita Mehta,West Bengal,Malda,Lok Sabha,18,District G,Block 7,Village Eta,Sanitation,Public Toilets,Public Toilets Improvement at Village Eta,748000,766000,473000,202000,271000,2025-06-24,2026-04-04,29.6,Delayed,SYNTHETIC_DEMO,18.2,LOW,0.0,15.727,41.096,0.0,Project duration/status indicates delay risk,2026-09-01
P00090,MP031,Amit Sharma,Maharashtra,Pune East,Rajya Sabha,18,District G,Block 7,Village Eta,Education,School Buildings,School Buildings Improvement at Village Eta,1677000,1661000,1102000,466000,636000,2022-04-04,2023-12-17,54.1,Stalled,SYNTHETIC_DEMO,47.3,MEDIUM,91.105,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00091,MP038,Suresh Joshi,Odisha,Cuttack,Lok Sabha,18,District C,Block 3,Village Gamma,Electricity,Solar Lighting,Solar Lighting Improvement at Village Gamma,1363000,1281000,1042000,751000,291000,2024-08-31,2025-02-08,64.5,Stalled,SYNTHETIC_DEMO,37.3,LOW,45.592,9.088,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00092,MP045,Deepak Nair,Gujarat,Vadodara,Lok Sabha,18,District F,Block 6,Village Zeta,Community Assets,Public Shelters,Public Shelters Improvement at Village Zeta,918000,912000,788000,415000,373000,2025-12-19,2026-07-24,56.8,Ongoing,SYNTHETIC_DEMO,3.6,LOW,5.245,0.0,10.685,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00093,MP052,Vikram Singh,Karnataka,Bengaluru North,Lok Sabha,18,District E,Block 5,Village Epsilon,Community Assets,Public Shelters,Public Shelters Improvement at Village Epsilon,2509000,2613000,2525000,467000,2058000,2025-12-26,2027-05-18,20.2,Ongoing,SYNTHETIC_DEMO,27.9,LOW,100.0,0.0,0.0,0.0,Cost unusually high relative to peer projects,2026-09-01
P00094,MP059,Manoj Mehta,Bihar,Gaya,Lok Sabha,18,District E,Block 5,Village Epsilon,Education,Laboratories,Laboratories Improvement at Village Epsilon,1252000,1206000,1099000,615000,484000,2025-05-10,2025-12-16,97.6,Stalled,SYNTHETIC_DEMO,21.6,LOW,28.458,0.0,70.959,0.0,Project duration/status indicates delay risk,2026-09-01
P00095,MP006,Neha Sharma,Uttar Pradesh,Prayagraj,Rajya Sabha,18,District G,Block 7,Village Eta,Water Supply,Community Water Points,Community Water Points Improvement at Village Eta,716000,680000,512000,411000,101000,2026-01-17,2026-10-12,79.5,Ongoing,SYNTHETIC_DEMO,5.7,LOW,0.0,0.928,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00096,MP013,Pooja Joshi,Rajasthan,Jaipur Rural,Lok Sabha,18,District G,Block 7,Village Eta,Sanitation,Drainage,Drainage Improvement at Village Eta,378000,366000,297000,105000,192000,2025-04-27,2025-07-26,35.3,Stalled,SYNTHETIC_DEMO,10.8,LOW,0.0,0.064,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00097,MP020,Ravi Nair,Telangana,Warangal,Lok Sabha,18,District D,Block 4,Village Delta,Education,Libraries,Libraries Improvement at Village Delta,4745000,4407000,3911000,1122000,2789000,2024-08-28,2026-07-12,64.5,Ongoing,SYNTHETIC_DEMO,27.8,LOW,100.0,0.0,13.973,0.0,Cost unusually high relative to peer projects,2026-09-01
P00098,MP027,Nitin Singh,Tamil Nadu,Salem,Lok Sabha,18,District H,Block 8,Village Theta,Sanitation,Drainage,Drainage Improvement at Village Theta,985000,967000,778000,543000,235000,2024-09-21,2026-03-17,99.1,Completed,SYNTHETIC_DEMO,65.0,MEDIUM,1.985,0.0,46.027,95.1,Potential duplicate/near-duplicate project detected,2026-09-01
P00099,MP034,Anita Mehta,West Bengal,Kolkata North,Lok Sabha,18,District H,Block 8,Village Theta,Community Assets,Parks,Parks Improvement at Village Theta,713000,736000,718000,163000,555000,2023-03-14,2023-09-06,41.3,Stalled,SYNTHETIC_DEMO,15.7,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00100,MP041,Meena Sharma,Maharashtra,Nagpur Rural,Rajya Sabha,18,District B,Block 2,Village Beta,Education,Libraries,Libraries Improvement at Village Beta,376000,354000,309000,176000,133000,2023-07-26,2024-09-05,59.7,Stalled,SYNTHETIC_DEMO,26.0,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00101,MP048,Priya Joshi,Odisha,Sambalpur,Lok Sabha,18,District C,Block 3,Village Gamma,Water Supply,Water Tanks,Water Tanks Improvement at Village Gamma,634000,637000,419000,258000,161000,2022-05-21,2022-10-05,54.6,Stalled,SYNTHETIC_DEMO,27.1,LOW,0.0,8.37,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00102,MP055,Arjun Nair,Gujarat,Ahmedabad West,Lok Sabha,18,District B,Block 2,Village Beta,Water Supply,Community Water Points,Community Water Points Improvement at Village Beta,483000,469000,399000,304000,95000,2024-10-19,2026-03-17,18.2,Delayed,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,69.589,46.027,0.0,Expenditure is high relative to reported progress | Project duration/status indicates delay risk,2026-09-01
P00103,MP002,Rahul Singh,Karnataka,Mysuru,Lok Sabha,18,District G,Block 7,Village Eta,Community Assets,Parks,Parks Improvement at Village Eta,1101000,1073000,1021000,583000,438000,2025-01-07,2026-05-21,67.8,Ongoing,SYNTHETIC_DEMO,7.8,LOW,15.798,0.0,28.219,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00104,MP009,Kavita Mehta,Bihar,Muzaffarpur,Lok Sabha,18,District C,Block 3,Village Gamma,Water Supply,Water Tanks,Water Tanks Improvement at Village Gamma,524000,500000,415000,387000,28000,2022-11-05,2024-04-13,97.4,Stalled,SYNTHETIC_DEMO,25.3,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00105,MP016,Amit Sharma,Uttar Pradesh,Lucknow East,Rajya Sabha,18,District H,Block 8,Village Theta,Water Supply,Water Tanks,Water Tanks Improvement at Village Theta,625000,646000,497000,212000,285000,2022-07-12,2024-05-02,72.7,Stalled,SYNTHETIC_DEMO,13.6,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00106,MP023,Suresh Joshi,Rajasthan,Kota,Lok Sabha,18,District H,Block 8,Village Theta,Water Supply,Pipelines,Pipelines Improvement at Village Theta,2137000,2117000,1768000,891000,877000,2022-12-30,2024-07-17,60.0,Stalled,SYNTHETIC_DEMO,58.6,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00107,MP030,Deepak Nair,Telangana,Nizamabad,Lok Sabha,18,District H,Block 8,Village Theta,Community Assets,Public Shelters,Public Shelters Improvement at Village Theta,627000,578000,556000,376000,180000,2025-09-06,2027-05-05,83.0,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00108,MP037,Vikram Singh,Tamil Nadu,Coimbatore,Lok Sabha,18,District C,Block 3,Village Gamma,Health,Health Infrastructure,Health Infrastructure Improvement at Village Gamma,1275000,1311000,843000,565000,278000,2024-11-28,2026-06-01,57.6,Ongoing,SYNTHETIC_DEMO,13.6,LOW,22.735,11.307,25.205,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00109,MP044,Manoj Mehta,West Bengal,Howrah,Lok Sabha,18,District E,Block 5,Village Epsilon,Education,Classrooms,Classrooms Improvement at Village Epsilon,269000,266000,152000,50000,102000,2025-03-03,2026-10-10,46.1,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00110,MP051,Neha Sharma,Maharashtra,Nashik Central,Rajya Sabha,18,District E,Block 5,Village Epsilon,Community Assets,Parks,Parks Improvement at Village Epsilon,1014000,984000,669000,400000,269000,2024-09-17,2025-03-05,87.8,Stalled,SYNTHETIC_DEMO,18.0,LOW,7.576,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00111,MP058,Pooja Joshi,Odisha,Bhubaneswar,Lok Sabha,18,District D,Block 4,Village Delta,Community Assets,Public Shelters,Public Shelters Improvement at Village Delta,1228000,1247000,806000,373000,433000,2023-10-09,2024-12-15,53.6,Stalled,SYNTHETIC_DEMO,39.0,LOW,37.782,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00112,MP005,Ravi Nair,Gujarat,Surat Rural,Lok Sabha,18,District C,Block 3,Village Gamma,Education,School Buildings,School Buildings Improvement at Village Gamma,332000,331000,232000,105000,127000,2023-02-03,2023-12-26,51.6,Stalled,SYNTHETIC_DEMO,23.2,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00113,MP012,Nitin Singh,Karnataka,Hubballi,Lok Sabha,18,District D,Block 4,Village Delta,Health,Medical Equipment,Medical Equipment Improvement at Village Delta,593000,565000,565000,519000,46000,2022-08-10,2024-01-06,21.6,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,84.31,100.0,0.0,Expenditure is high relative to reported progress | Project duration/status indicates delay risk,2026-09-01
P00114,MP019,Anita Mehta,Bihar,Patna Rural,Lok Sabha,18,District H,Block 8,Village Theta,Health,Community Clinics,Community Clinics Improvement at Village Theta,1630000,2967000,2967000,745000,2222000,2024-07-30,2024-12-30,42.8,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00115,MP026,Meena Sharma,Uttar Pradesh,Varanasi Rural,Rajya Sabha,18,District G,Block 7,Village Eta,Water Supply,Community Water Points,Community Water Points Improvement at Village Eta,1282000,1295000,1207000,380000,827000,2025-07-10,2025-10-28,75.3,Stalled,SYNTHETIC_DEMO,30.9,LOW,44.228,0.0,84.384,0.0,Project duration/status indicates delay risk,2026-09-01
P00116,MP033,Priya Joshi,Rajasthan,Udaipur,Lok Sabha,18,District H,Block 8,Village Theta,Electricity,Solar Pumps,Solar Pumps Improvement at Village Theta,1178000,1111000,895000,607000,288000,2022-04-13,2023-07-07,56.6,Stalled,SYNTHETIC_DEMO,32.9,LOW,24.762,13.465,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00117,MP040,Arjun Nair,Telangana,Hyderabad Rural,Lok Sabha,18,District C,Block 3,Village Gamma,Education,Laboratories,Laboratories Improvement at Village Gamma,776000,762000,715000,313000,402000,2025-04-07,2027-01-16,39.0,Ongoing,SYNTHETIC_DEMO,2.5,LOW,0.0,5.731,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00118,MP047,Rahul Singh,Tamil Nadu,Madurai,Lok Sabha,18,District H,Block 8,Village Theta,Electricity,Solar Lighting,Solar Lighting Improvement at Village Theta,672000,625000,540000,280000,260000,2023-06-24,2024-06-27,61.9,Stalled,SYNTHETIC_DEMO,15.4,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00119,MP054,Kavita Mehta,West Bengal,Malda,Lok Sabha,18,District A,Block 1,Village Alpha,Health,Health Infrastructure,Health Infrastructure Improvement at Village Alpha,973000,995000,690000,199000,491000,2024-06-05,2025-08-13,67.9,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,100.0,97.7,Project duration/status indicates delay risk | Potential duplicate/near-duplicate project detected,2026-09-01
P00120,MP001,Amit Sharma,Maharashtra,Pune East,Rajya Sabha,18,District C,Block 3,Village Gamma,Community Assets,Market Sheds,Market Sheds Improvement at Village Gamma,940000,980000,891000,815000,76000,2024-11-13,2025-06-21,36.8,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,18.495,65.604,100.0,0.0,Expenditure is high relative to reported progress | Project duration/status indicates delay risk,2026-09-01
P00121,MP008,Suresh Joshi,Odisha,Cuttack,Lok Sabha,18,District G,Block 7,Village Eta,Sanitation,Public Toilets,Public Toilets Improvement at Village Eta,667000,650000,573000,271000,302000,2025-07-26,2027-05-24,81.6,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00122,MP015,Deepak Nair,Gujarat,Vadodara,Lok Sabha,18,District B,Block 2,Village Beta,Community Assets,Community Halls,Community Halls Improvement at Village Beta,528000,502000,286000,187000,99000,2025-11-07,2027-04-19,52.1,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,15.942,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P00123,MP022,Vikram Singh,Karnataka,Bengaluru North,Lok Sabha,18,District C,Block 3,Village Gamma,Water Supply,Community Water Points,Community Water Points Improvement at Village Gamma,1689000,1761000,1339000,400000,939000,2022-07-12,2023-07-03,38.8,Stalled,SYNTHETIC_DEMO,49.5,MEDIUM,90.13,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00124,MP029,Manoj Mehta,Bihar,Gaya,Lok Sabha,18,District D,Block 4,Village Delta,Health,Community Clinics,Community Clinics Improvement at Village Delta,2555000,2409000,1564000,1296000,268000,2024-10-18,2025-12-16,78.9,Stalled,SYNTHETIC_DEMO,55.2,MEDIUM,100.0,4.757,70.959,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00125,MP036,Neha Sharma,Uttar Pradesh,Prayagraj,Rajya Sabha,18,District E,Block 5,Village Epsilon,Education,Laboratories,Laboratories Improvement at Village Epsilon,2243000,4452000,2016000,797000,1219000,2024-08-11,2025-07-25,66.8,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00126,MP043,Pooja Joshi,Rajasthan,Jaipur Rural,Lok Sabha,18,District H,Block 8,Village Theta,Electricity,Street Lighting,Street Lighting Improvement at Village Theta,564000,561000,332000,204000,128000,2022-05-10,2024-02-11,45.5,Stalled,SYNTHETIC_DEMO,25.5,LOW,0.0,19.135,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P00127,MP050,Ravi Nair,Telangana,Warangal,Lok Sabha,18,District D,Block 4,Village Delta,Roads,Bridges,Bridges Improvement at Village Delta,1073000,1079000,861000,659000,202000,2025-11-22,2026-05-01,92.2,Stalled,SYNTHETIC_DEMO,14.2,LOW,9.99,0.0,33.699,0.0,Project duration/status indicates delay risk,2026-09-01
P00128,MP057,Nitin Singh,Tamil Nadu,Salem,Lok Sabha,18,District A,Block 1,Village Alpha,Electricity,Street Lighting,Street Lighting Improvement at Village Alpha,393000,387000,227000,137000,90000,2023-08-20,2024-06-09,86.2,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,100.0,93.3,Project duration/status indicates delay risk | Potential duplicate/near-duplicate project detected,2026-09-01
P00129,MP004,Anita Mehta,West Bengal,Kolkata North,Lok Sabha,18,District C,Block 3,Village Gamma,Electricity,Street Lighting,Street Lighting Improvement at Village Gamma,4604000,4729000,3341000,2580000,761000,2023-08-02,2024-03-08,85.5,Stalled,SYNTHETIC_DEMO,48.1,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P00130,MP011,Meena Sharma,Maharashtra,Nagpur Rural,Rajya Sabha,18,District C,Block 3,Village Gamma,Health,Health Centres,Health Centres Improvement at Village Gamma,1203000,1210000,1129000,622000,507000,2024-11-08,2025-10-26,55.0,Stalled,SYNTHETIC_DEMO,27.4,LOW,46.189,0.112,84.932,0.0,Project duration/status indicates delay risk,2026-09-01
P00131,MP018,Priya Joshi,Odisha,Sambalpur,Lok Sabha,18,District C,Block 3,Village Gamma,Electricity,Power Infrastructure,Power Infrastructure Improvement at Village Gamma,2188000,2058000,1948000,741000,1207000,2025-08-23,2027-08-04,75.9,Ongoing,SYNTHETIC_DEMO,33.9,LOW,100.0,0.0,0.0,0.0,Cost unusually high relative to peer projects,2026-09-01
